customer_id,open_date,account_type,balance,credit_score,job_sector
CUST_12320,2025-05-01,Credit Card,1548.73,827.0,Healthcare
CUST_12321,2025-01-30,Investment,36463.16,578.0,Unemployed
CUST_12322,2025-05-29,Savings,10280.59,784.0,Unemployed
CUST_12323,2025-03-25,Checking,0.0,845.0,Retail
CUST_12324,2025-05-30,Checking,0.0,544.0,Unknown
CUST_12325,2025-02-01,Investment,0.0,317.0,Unknown
CUST_12326,2025-06-10,Investment,0.0,442.0,Unemployed
CUST_12327,2025-01-16,Savings,0.0,,Healthcare
CUST_12328,2025-02-07,Credit Card,9054.98,826.0,Finance
CUST_12329,2025-05-22,Savings,11700.68,392.0,Unknown
CUST_12330,2025-02-05,Savings,6163.98,682.0,Education
CUST_12331,2025-05-31,Savings,10547.61,578.0,Finance
CUST_12332,2025-04-24,Checking,0.0,748.0,Tech
CUST_12333,2025-03-07,Checking,0.0,587.0,Unknown
CUST_12334,2025-04-15,Savings,0.0,775.0,Education
CUST_12335,2025-03-26,Checking,0.0,470.0,NA
CUST_12336,2025-01-02,Savings,10380.12,824.0,Finance
CUST_12337,2025-03-16,Checking,35205.48,671.0,Healthcare
CUST_12338,2025-03-08,Savings,0.0,692.0,Healthcare
CUST_12339,2025-06-29,Savings,-129.19,484.0,Tech
CUST_12340,2025-05-31,Checking,8043.4,809.0,Tech
CUST_12341,2025-06-03,Savings,814.88,731.0,Unemployed
CUST_12342,2025-02-24,Checking,9994.25,508.0,Tech
CUST_12343,2025-01-06,Savings,0.0,628.0,Unknown
CUST_12344,2025-06-12,Checking,0.0,660.0,Unknown
CUST_12345,2025-05-30,Savings,2264.89,743.0,Unknown
CUST_12346,2025-06-20,Checking,9898.42,740.0,Unknown
CUST_12347,2025-05-23,Credit Card,24237.38,668.0,Tech
CUST_12348,2025-03-27,Savings,10649.53,405.0,Retail
CUST_12349,2025-03-01,Checking,1217.65,624.0,Education
CUST_12350,2025-04-11,Savings,17461.91,531.0,Unemployed
CUST_12351,2025-01-12,Checking,20001.51,548.0,Tech
CUST_12352,2025-02-18,Savings,449.8,616.0,Finance
CUST_12353,2025-02-11,Checking,2810.71,563.0,Retail
CUST_12354,2025-06-15,Checking,0.0,802.0,Education
CUST_12355,2025-03-23,Investment,17313.55,562.0,Retail
CUST_12356,2025-06-22,Checking,6112.86,715.0,Healthcare
CUST_12357,2025-02-04,Checking,0.0,369.0,Retail
CUST_12358,2025-06-07,Checking,11092.38,533.0,Unemployed
CUST_12359,2025-06-07,Investment,27344.53,731.0,Unknown
CUST_12360,2025-05-14,Credit Card,28529.03,353.0,Retail
CUST_12361,2025-03-08,Savings,0.0,,Healthcare
CUST_12362,2025-03-21,Credit Card,0.0,335.0,Healthcare
CUST_12363,2025-01-07,Checking,33468.02,558.0,Healthcare
CUST_12364,2025-06-29,Credit Card,28500.56,550.0,Unemployed
CUST_12365,2025-01-14,Credit Card,12009.54,312.0,Unemployed
CUST_12366,2025-03-14,Savings,0.0,840.0,Retail
CUST_12367,2025-05-23,Credit Card,0.0,356.0,Healthcare
CUST_12368,2025-05-29,Savings,0.0,460.0,Tech
CUST_12369,2025-06-12,Savings,32185.34,736.0,Finance
CUST_12370,2025-03-07,Savings,0.0,529.0,Unknown
CUST_12371,2025-04-01,Credit Card,32054.73,492.0,Finance
CUST_12372,2025-05-10,Savings,3417.13,656.0,Unknown
CUST_12373,2025-06-12,Savings,0.0,651.0,Healthcare
CUST_12374,2025-01-20,Credit Card,19801.98,557.0,Education
CUST_12375,2025-01-10,Savings,14442.41,592.0,Unknown
CUST_12376,2025-01-25,Savings,0.0,685.0,Retail
CUST_12377,2025-01-25,Savings,4621.35,533.0,Finance
CUST_12378,2025-02-23,Savings,25633.53,595.0,Unemployed
CUST_12379,2025-02-02,Checking,0.0,836.0,Unemployed
CUST_12380,2025-06-13,Savings,30195.93,678.0,Unknown
CUST_12381,2025-04-05,Investment,0.0,509.0,Tech
CUST_12382,2025-01-14,Credit Card,0.0,838.0,Education
CUST_12383,2025-03-06,Savings,5678.24,477.0,Education
CUST_12384,2025-04-20,Savings,0.0,371.0,Tech
CUST_12385,2025-03-21,Checking,6873.31,807.0,Retail
CUST_12386,2025-02-23,Checking,5077.15,521.0,Retail
CUST_12387,2025-05-05,Savings,0.0,527.0,Healthcare
CUST_12388,2025-06-29,Savings,33180.24,532.0,Unknown
CUST_12389,2025-05-11,Credit Card,4940.36,567.0,Tech
CUST_12390,2025-06-18,Savings,17965.48,553.0,Tech
CUST_12391,2025-05-14,Savings,18930.77,305.0,Unemployed
CUST_12392,2025-01-25,Credit Card,31415.17,346.0,Unknown
CUST_12393,2025-05-21,Checking,0.0,706.0,Tech
CUST_12394,2025-04-27,Savings,0.0,553.0,Healthcare
CUST_12395,2025-05-16,Checking,30860.31,748.0,Finance
CUST_12396,2025-05-29,Savings,13716.81,358.0,Retail
CUST_12397,2025-01-25,Credit Card,6894.67,,Unknown
CUST_12398,2025-03-20,Checking,3000.54,490.0,Healthcare
CUST_12399,2025-03-09,Credit Card,340.3,564.0,Unknown
CUST_12400,2025-06-22,Investment,17917.49,442.0,Unknown
CUST_12401,2025-01-12,Investment,0.0,545.0,Unknown
CUST_12402,2025-02-01,Investment,12159.97,515.0,Healthcare
CUST_12403,2025-05-08,Checking,20469.74,,Unemployed
CUST_12404,2025-04-06,Savings,16148.78,775.0,Healthcare
CUST_12405,2025-04-02,Checking,3929.14,683.0,Unemployed
CUST_12406,2025-05-21,Checking,4960.07,846.0,Unemployed
CUST_12407,2025-01-31,Credit Card,24285.4,714.0,Unknown
CUST_12408,2025-03-19,Savings,13728.8,431.0,Tech
CUST_12409,2025-01-20,Investment,31327.72,697.0,Healthcare
CUST_12410,2025-05-26,Credit Card,0.0,806.0,Finance
CUST_12411,2025-03-01,Investment,18600.74,452.0,Unknown
CUST_12412,2025-05-14,Credit Card,0.0,467.0,Education
CUST_12413,2025-06-09,Savings,3906.34,529.0,Healthcare
CUST_12414,2025-04-03,Savings,25640.1,703.0,Unknown
CUST_12415,2025-02-12,Savings,0.0,443.0,Unemployed
CUST_12416,2025-05-10,Savings,36734.2,830.0,Finance
CUST_12417,2025-03-01,Checking,21584.91,367.0,Unemployed
CUST_12418,2025-05-31,Credit Card,13688.19,397.0,Tech
CUST_12419,2025-01-31,Credit Card,0.0,306.0,Education
CUST_12420,2025-01-05,Checking,2304.1,476.0,Retail
CUST_12421,2025-06-11,Savings,-375.67,505.0,Retail
CUST_12422,2025-01-10,Savings,0.0,,Tech
CUST_12423,2025-03-30,Savings,21406.48,528.0,Unknown
CUST_12424,2025-05-10,Savings,0.0,569.0,Tech
CUST_12425,2025-05-06,Checking,2366.78,380.0,Retail
CUST_12426,2025-01-11,Savings,3124.44,487.0,Tech
CUST_12427,2025-06-27,Savings,1787.36,800.0,Unknown
CUST_12428,2025-06-08,Savings,12956.88,786.0,Retail
CUST_12429,2025-02-25,Checking,0.0,787.0,Tech
CUST_12430,2025-03-24,Checking,20274.78,777.0,Retail
CUST_12431,2025-05-17,Checking,0.0,588.0,Finance
CUST_12432,2025-04-09,Checking,4572.1,405.0,Tech
CUST_12433,2025-05-29,Investment,0.0,522.0,Retail
CUST_12434,2025-03-14,Savings,21074.96,681.0,Tech
CUST_12435,2025-06-05,Checking,24887.31,403.0,Unknown
CUST_12436,2025-04-25,Credit Card,15738.07,413.0,Retail
CUST_12437,2025-01-07,Checking,7556.21,807.0,Retail
CUST_12438,2025-03-21,Investment,4457.85,354.0,Unemployed
CUST_12439,2025-05-24,Savings,0.0,420.0,Unemployed
CUST_12440,2025-04-07,Checking,0.0,516.0,Unknown
CUST_12441,2025-01-04,Savings,16257.44,302.0,Education
CUST_12442,2025-01-04,Checking,2288.37,391.0,Unknown
CUST_12443,2025-04-13,Savings,0.0,706.0,Tech
CUST_12444,2025-02-09,Savings,0.0,740.0,Finance
CUST_12445,2025-01-17,Checking,14523.69,731.0,Healthcare
CUST_12446,2025-04-11,Checking,18109.62,360.0,Healthcare
CUST_12447,2025-04-13,Savings,0.0,772.0,Unemployed
CUST_12448,2025-05-04,Checking,7280.94,546.0,Tech
CUST_12449,2025-02-21,Checking,10818.32,671.0,Unemployed
CUST_12450,2025-02-21,Savings,0.0,588.0,Retail
CUST_12451,2025-06-13,Checking,23596.0,323.0,Retail
CUST_12452,2025-05-04,Credit Card,-171.28,705.0,Finance
CUST_12453,2025-06-15,Checking,0.0,607.0,Tech
CUST_12454,2025-06-27,Savings,2080.38,671.0,Healthcare
CUST_12455,2025-03-04,Savings,25519.54,514.0,Finance
CUST_12456,2025-04-26,Checking,-181.82,561.0,Unknown
CUST_12457,2025-03-03,Investment,0.0,645.0,Tech
CUST_12458,2025-01-07,Checking,14423.12,712.0,Tech
CUST_12459,2025-06-04,Savings,8876.03,422.0,Unemployed
CUST_12460,2025-04-02,Checking,4956.03,619.0,Unemployed
CUST_12461,2025-01-14,Credit Card,12156.87,636.0,Tech
CUST_12462,2025-03-27,Savings,0.0,457.0,Education
CUST_12463,2025-05-13,Investment,0.0,626.0,Finance
CUST_12464,2025-05-10,Investment,15912.8,364.0,Tech
CUST_12465,2025-03-03,Savings,0.0,668.0,Unknown
CUST_12466,2025-05-29,Investment,29223.59,303.0,Unemployed
CUST_12467,2025-03-20,Savings,23440.54,359.0,Unknown
CUST_12468,2025-05-29,Credit Card,0.0,344.0,Finance
CUST_12469,2025-05-18,Checking,27137.14,842.0,Healthcare
CUST_12470,2025-02-27,Checking,7282.91,455.0,Tech
CUST_12471,2025-04-30,Checking,25771.81,363.0,Retail
CUST_12472,2025-06-16,Credit Card,7001.4,720.0,Tech
CUST_12473,2025-05-13,Savings,2342.23,622.0,Tech
CUST_12474,2025-03-06,Checking,778.05,408.0,Finance
CUST_12475,2025-01-13,Savings,0.0,762.0,Unknown
CUST_12476,2025-03-23,Savings,18906.54,846.0,Finance
CUST_12477,2025-06-22,Savings,0.0,550.0,Unemployed
CUST_12478,2025-06-09,Checking,19397.36,809.0,Education
CUST_12479,2025-06-13,Savings,30109.37,847.0,Tech
CUST_12480,2025-05-19,Savings,0.0,740.0,Unemployed
CUST_12481,2025-05-29,Savings,0.0,753.0,Healthcare
CUST_12482,2025-02-21,Savings,20116.9,573.0,Finance
CUST_12483,2025-04-27,Checking,0.0,359.0,Education
CUST_12484,2025-01-26,Investment,24758.69,641.0,Unknown
CUST_12485,2025-02-03,Savings,0.0,693.0,Retail
CUST_12486,2025-02-21,Investment,26573.16,412.0,Retail
CUST_12487,2025-04-22,Credit Card,413.95,520.0,Education
CUST_12488,2025-03-23,Checking,9953.72,367.0,Unemployed
CUST_12489,2025-06-29,Checking,19733.86,614.0,Unknown
CUST_12490,2025-06-06,Credit Card,12672.54,766.0,Retail
CUST_12491,2025-06-15,Savings,21059.9,,Tech
CUST_12492,2025-02-11,Checking,0.0,430.0,Finance
CUST_12493,2025-01-21,Checking,0.0,723.0,Healthcare
CUST_12494,2025-02-11,Checking,5948.56,566.0,Retail
CUST_12495,2025-05-21,Credit Card,0.0,511.0,Tech
CUST_12496,2025-04-23,Savings,19561.77,587.0,Unknown
CUST_12497,2025-04-15,Checking,0.0,724.0,Unemployed
CUST_12498,2025-01-17,Checking,0.0,543.0,NA
CUST_12499,2025-04-30,Savings,19106.85,633.0,Tech
CUST_12500,2025-05-17,Savings,0.0,627.0,Tech
CUST_12501,2025-06-18,Checking,0.0,405.0,Unemployed
CUST_12502,2025-05-09,Credit Card,12624.15,378.0,Finance
CUST_12503,2025-05-10,Checking,25157.32,464.0,Retail
CUST_12504,2025-03-01,Credit Card,7425.18,356.0,Unknown
CUST_12505,2025-02-17,Checking,0.0,487.0,NA
CUST_12506,2025-01-29,Savings,15274.02,351.0,Retail
CUST_12507,2025-04-07,Savings,0.0,371.0,Tech
CUST_12508,2025-01-10,Savings,21811.38,623.0,Education
CUST_12509,2025-02-27,Savings,0.0,637.0,Retail
CUST_12510,2025-01-21,Savings,22159.18,454.0,Tech
CUST_12511,2025-01-28,Credit Card,0.0,358.0,Unemployed
CUST_12512,2025-02-03,Credit Card,0.0,574.0,Healthcare
CUST_12513,2025-01-08,Savings,0.0,500.0,Unknown
CUST_12514,2025-06-26,Savings,0.0,594.0,Healthcare
CUST_12515,2025-03-20,Savings,7659.05,621.0,Education
CUST_12516,2025-05-25,Checking,6506.67,628.0,Unemployed
CUST_12517,2025-03-28,Savings,14174.54,689.0,Tech
CUST_12518,2025-03-29,Savings,23662.21,583.0,Healthcare
CUST_12519,2025-06-22,Investment,5430.0,475.0,Unknown
CUST_12520,2025-03-10,Credit Card,6015.96,648.0,Unemployed
CUST_12521,2025-06-09,Savings,21693.26,731.0,Retail
CUST_12522,2025-06-21,Checking,8465.23,681.0,Tech
CUST_12523,2025-03-28,Savings,0.0,571.0,Education
CUST_12524,2025-04-11,Credit Card,0.0,791.0,Education
CUST_12525,2025-01-08,Checking,0.0,846.0,Retail
CUST_12526,2025-03-18,Savings,0.0,630.0,Healthcare
CUST_12527,2025-03-28,Credit Card,0.0,457.0,NA
CUST_12528,2025-02-12,Savings,10265.02,731.0,Healthcare
CUST_12529,2025-05-09,Savings,23172.95,624.0,Education
CUST_12530,2025-04-19,Savings,0.0,415.0,Finance
CUST_12531,2025-06-28,Checking,0.0,819.0,Unemployed
CUST_12532,2025-06-01,Savings,19147.13,734.0,Unknown
CUST_12533,2025-06-01,Savings,0.0,821.0,Unemployed
CUST_12534,2025-01-17,Savings,8851.21,565.0,Unemployed
CUST_12535,2025-05-13,Savings,16147.0,697.0,Education
CUST_12536,2025-05-28,Credit Card,0.0,401.0,Unemployed
CUST_12537,2025-01-21,Savings,0.0,362.0,Education
CUST_12538,2025-02-27,Savings,0.0,,Tech
CUST_12539,2025-06-08,Checking,0.0,,Retail
CUST_12540,2025-04-20,Credit Card,12300.15,735.0,Tech
CUST_12541,2025-05-19,Credit Card,14013.03,489.0,Education
CUST_12542,2025-06-29,Checking,6195.33,633.0,Tech
CUST_12543,2025-05-23,Savings,25395.15,600.0,Healthcare
CUST_12544,2025-05-15,Credit Card,1082.22,650.0,Education
CUST_12545,2025-01-28,Checking,14263.85,414.0,Healthcare
CUST_12546,2025-02-20,Savings,12287.52,821.0,Healthcare
CUST_12547,2025-01-05,Investment,0.0,666.0,Retail
CUST_12548,2025-01-05,Savings,22323.0,568.0,Healthcare
CUST_12549,2025-04-04,Investment,6922.63,385.0,Tech
CUST_12550,2025-04-06,Credit Card,19619.14,677.0,Tech
CUST_12551,2025-01-08,Checking,0.0,446.0,Unemployed
CUST_12552,2025-03-05,Investment,6646.3,417.0,Finance
CUST_12553,2025-05-18,Credit Card,0.0,434.0,Retail
CUST_12554,2025-02-07,Savings,0.0,826.0,Unemployed
CUST_12555,2025-04-21,Checking,26142.47,505.0,Unemployed
CUST_12556,2025-04-22,Savings,7929.45,532.0,Unemployed
CUST_12557,2025-03-22,Savings,0.0,365.0,Finance
CUST_12558,2025-05-16,Credit Card,0.0,303.0,Healthcare
CUST_12559,2025-04-14,Savings,19085.78,302.0,Unemployed
CUST_12560,2025-06-02,Savings,0.0,558.0,Education
CUST_12561,2025-03-14,Checking,0.0,624.0,Tech
CUST_12562,2025-06-27,Credit Card,2794.33,539.0,Education
CUST_12563,2025-02-18,Savings,12039.62,834.0,Finance
CUST_12564,2025-02-05,Savings,0.0,617.0,Unemployed
CUST_12565,2025-05-06,Savings,10860.82,350.0,Unknown
CUST_12566,2025-03-09,Checking,5522.93,769.0,Unknown
CUST_12567,2025-03-19,Savings,7346.54,342.0,Unknown
CUST_12568,2025-04-15,Checking,0.0,503.0,Finance
CUST_12569,2025-06-18,Savings,5238.72,646.0,Tech
CUST_12570,2025-05-02,Savings,1239.64,357.0,Unknown
CUST_12571,2025-04-29,Investment,10855.23,358.0,Unemployed
CUST_12572,2025-04-24,Savings,0.0,810.0,Finance
CUST_12573,2025-01-10,Checking,0.0,617.0,NA
CUST_12574,2025-05-29,Savings,12996.55,732.0,Finance
CUST_12575,2025-06-13,Checking,26685.77,671.0,Education
CUST_12576,2025-05-20,Checking,0.0,506.0,Unknown
CUST_12577,2025-04-01,Savings,12697.21,410.0,Unemployed
CUST_12578,2025-01-02,Savings,23298.99,322.0,Healthcare
CUST_12579,2025-04-28,Savings,15420.57,727.0,Unemployed
CUST_12580,2025-01-13,Checking,22288.06,310.0,Retail
CUST_12581,2025-06-09,Credit Card,0.0,814.0,Tech
CUST_12582,2025-04-05,Checking,23551.58,443.0,Finance
CUST_12583,2025-05-24,Checking,0.0,820.0,Unknown
CUST_12584,2025-02-01,Savings,5826.92,593.0,Unemployed
CUST_12585,2025-02-01,Savings,0.0,624.0,Tech
CUST_12586,2025-05-04,Savings,0.0,492.0,Finance
CUST_12587,2025-01-11,Savings,0.0,590.0,Unknown
CUST_12588,2025-01-10,Savings,0.0,718.0,Healthcare
CUST_12589,2025-01-15,Checking,22651.75,759.0,Unknown
CUST_12590,2025-01-17,Checking,0.0,347.0,Unknown
CUST_12591,2025-06-17,Investment,8756.64,406.0,Education
CUST_12592,2025-05-26,Savings,0.0,563.0,Tech
CUST_12593,2025-06-02,Checking,0.0,552.0,Healthcare
CUST_12594,2025-02-28,Credit Card,15264.54,838.0,Healthcare
CUST_12595,2025-03-19,Checking,7430.51,820.0,Retail
CUST_12596,2025-05-04,Savings,3092.89,457.0,Healthcare
CUST_12597,2025-04-24,Savings,22169.81,825.0,Retail
CUST_12598,2025-01-22,Savings,654.88,,Unknown
CUST_12599,2025-06-07,Savings,23449.66,837.0,Healthcare
CUST_12600,2025-06-21,Credit Card,0.0,442.0,Unknown
CUST_12601,2025-02-01,Savings,0.0,517.0,Education
CUST_12602,2025-06-28,Savings,2927.48,366.0,Healthcare
CUST_12603,2025-06-23,Credit Card,5049.14,443.0,Unemployed
CUST_12604,2025-04-23,Credit Card,0.0,440.0,Education
CUST_12605,2025-04-30,Checking,858.42,645.0,Finance
CUST_12606,2025-05-29,Checking,25471.47,764.0,Healthcare
CUST_12607,2025-05-02,Savings,0.0,395.0,Unknown
CUST_12608,2025-02-01,Savings,0.0,707.0,Healthcare
CUST_12609,2025-04-29,Savings,0.0,,Finance
CUST_12610,2025-02-08,Checking,36299.38,743.0,Unknown
CUST_12611,2025-01-12,Investment,26758.64,679.0,Retail
CUST_12612,2025-06-24,Savings,0.0,577.0,Education
CUST_12613,2025-01-18,Checking,17158.91,660.0,Finance
CUST_12614,2025-05-29,Savings,8906.28,669.0,Finance
CUST_12615,2025-05-21,Checking,24057.58,511.0,Unemployed
CUST_12616,2025-05-29,Savings,0.0,558.0,Unknown
CUST_12617,2025-05-06,Savings,0.0,396.0,Tech
CUST_12618,2025-05-16,Credit Card,24790.53,509.0,Finance
CUST_12619,2025-02-15,Checking,0.0,847.0,Retail
CUST_12620,2025-04-14,Checking,6047.04,320.0,Retail
CUST_12621,2025-05-15,Savings,4329.46,732.0,Retail
CUST_12622,2025-05-31,Savings,16763.92,670.0,Unknown
CUST_12623,2025-03-27,Savings,7098.17,692.0,Education
CUST_12624,2025-05-30,Credit Card,3019.4,518.0,Education
CUST_12625,2025-03-30,Investment,0.0,803.0,Unknown
CUST_12626,2025-01-22,Checking,0.0,395.0,Healthcare
CUST_12627,2025-04-02,Savings,2508.53,731.0,Finance
CUST_12628,2025-01-29,Credit Card,22476.49,487.0,Unemployed
CUST_12629,2025-01-13,Checking,711.0,800.0,Retail
CUST_12630,2025-01-02,Checking,26093.9,674.0,Finance
CUST_12631,2025-01-29,Savings,15965.06,733.0,Unknown
CUST_12632,2025-06-29,Credit Card,12148.69,722.0,Healthcare
CUST_12633,2025-01-27,Checking,2572.65,443.0,Unknown
CUST_12634,2025-02-19,Credit Card,0.0,839.0,Healthcare
CUST_12635,2025-04-05,Credit Card,30223.83,798.0,Retail
CUST_12636,2025-05-31,Savings,16903.76,305.0,Finance
CUST_12637,2025-03-29,Credit Card,2909.29,616.0,Healthcare
CUST_12638,2025-02-13,Credit Card,30486.73,529.0,Tech
CUST_12639,2025-01-22,Savings,14435.57,421.0,Education
CUST_12640,2025-06-20,Savings,0.0,794.0,Finance
CUST_12641,2025-06-14,Savings,0.0,774.0,Retail
CUST_12642,2025-04-07,Checking,15906.61,807.0,Healthcare
CUST_12643,2025-01-03,Savings,27613.51,474.0,Healthcare
CUST_12644,2025-04-28,Checking,40419.52,820.0,Healthcare
CUST_12645,2025-01-19,Savings,5383.52,570.0,Education
CUST_12646,2025-01-23,Credit Card,14243.66,485.0,Finance
CUST_12647,2025-06-06,Savings,0.0,393.0,Healthcare
CUST_12648,2025-01-30,Savings,0.0,813.0,Unemployed
CUST_12649,2025-02-08,Checking,0.0,477.0,Education
CUST_12650,2025-04-18,Checking,10849.98,594.0,Tech
CUST_12651,2025-04-21,Savings,23967.62,530.0,Finance
CUST_12652,2025-01-25,Savings,16638.22,535.0,Retail
CUST_12653,2025-05-08,Savings,6307.04,392.0,Finance
CUST_12654,2025-04-21,Credit Card,23354.16,786.0,Healthcare
CUST_12655,2025-05-16,Credit Card,49261.47,343.0,Unknown
CUST_12656,2025-04-16,Checking,0.0,838.0,Retail
CUST_12657,2025-05-24,Credit Card,0.0,774.0,Unemployed
CUST_12658,2025-03-13,Credit Card,10135.99,338.0,Finance
CUST_12659,2025-05-09,Savings,21237.66,684.0,Retail
CUST_12660,2025-04-18,Investment,0.0,734.0,Finance
CUST_12661,2025-01-05,Credit Card,17491.23,588.0,Unemployed
CUST_12662,2025-01-03,Savings,-56.6,547.0,Tech
CUST_12663,2025-05-12,Savings,10052.65,658.0,Tech
CUST_12664,2025-04-14,Savings,0.0,737.0,Tech
CUST_12665,2025-03-05,Savings,0.0,508.0,Finance
CUST_12666,2025-04-16,Credit Card,0.0,423.0,Retail
CUST_12667,2025-04-08,Checking,15012.63,702.0,Tech
CUST_12668,2025-01-10,Credit Card,0.0,583.0,Education
CUST_12669,2025-05-29,Credit Card,9046.23,540.0,Education
CUST_12670,2025-05-08,Checking,5442.63,466.0,Tech
CUST_12671,2025-02-15,Checking,0.0,447.0,Tech
CUST_12672,2025-06-04,Savings,6141.25,564.0,Healthcare
CUST_12673,2025-03-07,Savings,8555.07,800.0,Unknown
CUST_12674,2025-06-18,Checking,20939.48,578.0,Education
CUST_12675,2025-04-22,Savings,27415.05,458.0,Unknown
CUST_12676,2025-01-13,Savings,0.0,359.0,Education
CUST_12677,2025-05-17,Credit Card,10322.4,798.0,Tech
CUST_12678,2025-06-13,Checking,0.0,616.0,Unemployed
CUST_12679,2025-03-27,Savings,17768.5,787.0,Healthcare
CUST_12680,2025-03-31,Checking,21459.52,764.0,Retail
CUST_12681,2025-02-27,Credit Card,0.0,527.0,Healthcare
CUST_12682,2025-02-23,Savings,-88.2,655.0,Healthcare
CUST_12683,2025-01-12,Savings,0.0,765.0,Education
CUST_12684,2025-01-14,Investment,-126.71,526.0,Tech
CUST_12685,2025-05-01,Savings,0.0,468.0,Tech
CUST_12686,2025-06-11,Savings,4345.6,583.0,Unknown
CUST_12687,2025-05-01,Checking,19809.81,561.0,Tech
CUST_12688,2025-01-20,Credit Card,293.87,663.0,Healthcare
CUST_12689,2025-03-16,Savings,0.0,820.0,Unknown
CUST_12690,2025-05-24,Savings,2035.43,397.0,Unknown
CUST_12691,2025-03-11,Savings,1201.31,311.0,Healthcare
CUST_12692,2025-02-25,Investment,3701.08,716.0,Unemployed
CUST_12693,2025-04-11,Savings,0.0,800.0,Finance
CUST_12694,2025-05-12,Checking,10439.42,434.0,Retail
CUST_12695,2025-04-21,Investment,24401.4,,Finance
CUST_12696,2025-05-05,Savings,0.0,816.0,Unemployed
CUST_12697,2025-05-12,Investment,11760.73,593.0,Retail
CUST_12698,2025-01-20,Investment,19395.94,739.0,Unknown
CUST_12699,2025-05-18,Credit Card,0.0,450.0,Finance
CUST_12700,2025-01-24,Savings,23783.01,780.0,Finance
CUST_12701,2025-06-03,Checking,4091.35,557.0,Finance
CUST_12702,2025-02-06,Credit Card,0.0,448.0,Finance
CUST_12703,2025-02-23,Investment,0.0,441.0,Healthcare
CUST_12704,2025-04-13,Savings,16772.14,550.0,Retail
CUST_12705,2025-05-29,Credit Card,15392.87,346.0,Unemployed
CUST_12706,2025-02-07,Savings,28464.35,671.0,Finance
CUST_12707,2025-06-23,Savings,15060.77,393.0,Finance
CUST_12708,2025-01-04,Checking,3507.91,655.0,Unemployed
CUST_12709,2025-02-26,Credit Card,12234.63,831.0,Tech
CUST_12710,2025-06-22,Checking,6081.31,571.0,Healthcare
CUST_12711,2025-01-20,Checking,11.4,728.0,Education
CUST_12712,2025-01-17,Investment,0.0,363.0,Tech
CUST_12713,2025-04-29,Savings,0.0,463.0,Unemployed
CUST_12714,2025-03-12,Checking,0.0,688.0,Education
CUST_12715,2025-01-04,Savings,4705.25,768.0,Finance
CUST_12716,2025-01-14,Savings,0.0,849.0,Retail
CUST_12717,2025-01-03,Checking,0.0,830.0,Unknown
CUST_12718,2025-03-21,Investment,18808.61,316.0,Education
CUST_12719,2025-02-24,Checking,25148.43,600.0,Unknown
CUST_12720,2025-05-12,Credit Card,0.0,387.0,Unknown
CUST_12721,2025-04-30,Savings,0.0,544.0,Education
CUST_12722,2025-01-24,Savings,0.0,766.0,Education
CUST_12723,2025-06-11,Checking,0.0,741.0,Unknown
CUST_12724,2025-06-07,Savings,22139.73,412.0,Retail
CUST_12725,2025-03-23,Savings,29438.12,741.0,Tech
CUST_12726,2025-05-27,Checking,0.0,307.0,Healthcare
CUST_12727,2025-06-08,Savings,0.0,848.0,Retail
CUST_12728,2025-03-01,Savings,0.0,399.0,Tech
CUST_12729,2025-05-27,Checking,4570.48,644.0,Finance
CUST_12730,2025-02-18,Checking,0.0,780.0,Tech
CUST_12731,2025-03-04,Investment,10383.81,641.0,Education
CUST_12732,2025-04-20,Checking,14948.28,533.0,Tech
CUST_12733,2025-05-30,Checking,13283.93,534.0,Unknown
CUST_12734,2025-06-01,Investment,0.0,425.0,Tech
CUST_12735,2025-04-19,Credit Card,4614.47,776.0,Unknown
CUST_12736,2025-03-17,Savings,0.0,671.0,Finance
CUST_12737,2025-01-30,Savings,31053.09,419.0,Finance
CUST_12738,2025-02-27,Checking,-320.16,841.0,Tech
CUST_12739,2025-04-27,Checking,0.0,478.0,Retail
CUST_12740,2025-06-08,Credit Card,0.0,393.0,Unknown
CUST_12741,2025-04-10,Credit Card,8118.24,601.0,Finance
CUST_12742,2025-01-19,Checking,15998.73,717.0,Education
CUST_12743,2025-06-25,Investment,24504.64,751.0,Unknown
CUST_12744,2025-06-22,Checking,5943.65,716.0,Retail
CUST_12745,2025-04-04,Savings,-7.48,421.0,Unemployed
CUST_12746,2025-04-23,Credit Card,15276.04,356.0,Tech
CUST_12747,2025-05-26,Savings,14864.53,438.0,Unemployed
CUST_12748,2025-03-04,Credit Card,6781.68,498.0,Unknown
CUST_12749,2025-04-26,Investment,17144.34,660.0,Education
CUST_12750,2025-04-23,Checking,0.0,709.0,Education
CUST_12751,2025-02-16,Checking,4639.65,827.0,Retail
CUST_12752,2025-02-26,Checking,0.0,542.0,Tech
CUST_12753,2025-04-28,Savings,25848.02,389.0,Education
CUST_12754,2025-02-14,Savings,0.0,815.0,Unemployed
CUST_12755,2025-06-10,Checking,25933.46,361.0,Unknown
CUST_12756,2025-05-25,Credit Card,0.0,511.0,Unemployed
CUST_12757,2025-01-04,Checking,9533.36,547.0,Finance
CUST_12758,2025-05-28,Savings,5821.16,796.0,Finance
CUST_12759,2025-02-16,Checking,0.0,355.0,Retail
CUST_12760,2025-05-23,Credit Card,12194.13,,Unknown
CUST_12761,2025-02-16,Checking,24154.24,588.0,Unknown
CUST_12762,2025-03-19,Checking,31846.86,842.0,Unknown
